country,month,sector,sum,min,max,mean
France,11/2022,Power,3.291981,0.051371,0.189886,0.10973269999999999
France,11/2022,Residential,7.889564,0.166328,0.348709,0.26298546666666667
France,12/2019,Domestic Aviation,0.17189002,0.00347083,0.00728323,0.00554483935483871
France,12/2019,Ground Transport,10.278293,0.239202,0.361431,0.3315578387096774
France,12/2019,Industry,4.8211938,0.0685701,0.313882,0.15552238064516127
France,12/2019,International Aviation,1.5199938,0.0388766,0.0583126,0.049032058064516125
France,12/2019,Power,3.088247,0.043923,0.201059,0.09962087096774193
France,12/2019,Residential,9.79687,0.215414,0.422799,0.316028064516129
France,12/2020,Domestic Aviation,0.09458209000000001,0.000825451,0.00542229,0.003051035161290323
France,12/2020,Ground Transport,9.789434,0.203426,0.353989,0.3157881935483871
France,12/2020,Industry,4.7660926,0.0620169,0.253789,0.15374492258064518
France,12/2020,International Aviation,0.7065779,0.0160953,0.0339827,0.02279283548387097
France,12/2020,Power,3.538936,0.046049,0.188444,0.11415922580645162
France,12/2020,Residential,10.279134,0.208969,0.4058,0.3315849677419355
France,12/2021,Domestic Aviation,0.15402049,0.0026026,0.00672148,0.004968402903225807
France,12/2021,Ground Transport,10.370688,0.235324,0.362505,0.33453832258064514
France,12/2021,Industry,4.8930940000000005,0.058462,0.214094,0.1578417419354839
France,12/2021,International Aviation,1.2317096,0.0331471,0.0491792,0.03973256774193549
France,12/2021,Power,4.046664,0.048349,0.177059,0.13053754838709677
France,12/2021,Residential,10.316829,0.19776,0.452426,0.33280093548387096
France,12/2022,Domestic Aviation,0.14406949,0.0026861,0.00637361,0.004647402903225806
France,12/2022,Ground Transport,10.346322,0.250906,0.358969,0.3337523225806452
France,12/2022,Industry,4.9333942,0.0488837,0.240956,0.1591417483870968
France,12/2022,International Aviation,1.4827883,0.0417266,0.0565399,0.047831880645161286
France,12/2022,Power,4.162186,0.041242,0.203289,0.13426406451612904
France,12/2022,Residential,10.646015,0.169574,0.495378,0.3434198387096774
Germany,01/2019,Domestic Aviation,0.16427784,0.00279938,0.00691654,0.005299285161290323
Germany,01/2019,Ground Transport,12.125426000000001,0.198962,0.44166,0.3911427741935484
Germany,01/2019,Industry,10.002403,0.114247,0.444792,0.32265816129032254
Germany,01/2019,International Aviation,2.0972868,0.0522961,0.0769408,0.06765441290322581
Germany,01/2019,Power,27.578712,0.315002,1.22638,0.8896358709677419
Germany,01/2019,Residential,22.66817,0.542906,0.945206,0.7312312903225806
Germany,01/2020,Domestic Aviation,0.15665966,0.00246655,0.00669711,0.0050535374193548385
Germany,01/2020,Ground Transport,12.530822,0.26083,0.450702,0.4042200645161291
Germany,01/2020,Industry,9.667006,0.185661,0.534305,0.3118389032258065
Germany,01/2020,International Aviation,2.0512962,0.0490204,0.0747912,0.06617084516129032
Germany,01/2020,Power,21.089288,0.405032,1.16563,0.6802996129032258
Germany,01/2020,Residential,19.280977,0.35816,0.785367,0.621967
Germany,01/2021,Domestic Aviation,0.04231886,0.000612079,0.00201317,0.0013651245161290322
Germany,01/2021,Ground Transport,12.282878,0.296463,0.437477,0.3962218709677419
Germany,01/2021,Industry,8.721604,0.165739,0.360651,0.28134206451612903
Germany,01/2021,International Aviation,0.8305295,0.0191349,0.0322109,0.02679127419354839
Germany,01/2021,Power,25.07181,0.476446,1.03675,0.808768064516129
Germany,01/2021,Residential,22.594341,0.495537,0.852652,0.7288497096774194
Germany,01/2022,Domestic Aviation,0.07016644,0.00121451,0.00295394,0.0022634335483870966
Germany,01/2022,Ground Transport,11.686876,0.205311,0.438537,0.376996
Germany,01/2022,Industry,9.0571068,0.0894948,0.394823,0.29216473548387095
Germany,01/2022,International Aviation,1.5025857,0.0364416,0.0582188,0.0484705064516129
Germany,01/2022,Power,24.55507,0.242633,1.07042,0.7920990322580646
Germany,01/2022,Residential,20.244177,0.37577,0.76065,0.6530379677419355
Germany,01/2023,Domestic Aviation,0.08281501,0.00145453,0.00334819,0.002671451935483871
Germany,01/2023,Ground Transport,12.503192,0.260803,0.447568,0.4033287741935484
Germany,01/2023,Industry,9.311205,0.100562,0.495332,0.30036145161290323
Germany,01/2023,International Aviation,1.7448508,0.0482676,0.0647106,0.056285509677419354
Germany,01/2023,Power,21.069292,0.227551,1.12083,0.6796545806451613
Germany,01/2023,Residential,19.225734,0.296197,0.826313,0.6201849677419354
Germany,02/2019,Domestic Aviation,0.16865501,0.0032394,0.00739014,0.006023393214285714
Germany,02/2019,Ground Transport,11.172325,0.251364,0.441955,0.39901160714285716
Germany,02/2019,Industry,10.195605,0.133698,0.453953,0.36412875
Germany,02/2019,International Aviation,1.9293644,0.0632341,0.0744173,0.06890587142857144
Germany,02/2019,Power,23.994105,0.314642,1.06832,0.8569323214285715
Germany,02/2019,Residential,16.913737,0.453284,0.772194,0.6040620357142857
Germany,02/2020,Domestic Aviation,0.15486023,0.00216527,0.00677353,0.005340007931034482
Germany,02/2020,Ground Transport,12.044188,0.275486,0.450699,0.4153168275862069
Germany,02/2020,Industry,9.971906,0.180199,0.702953,0.3438588275862069
Germany,02/2020,International Aviation,1.9422919,0.0512474,0.075236,0.06697558275862069
Germany,02/2020,Power,13.167263,0.237941,0.928204,0.45404355172413796
Germany,02/2020,Residential,16.099509,0.326195,0.697619,0.5551554827586207
Germany,02/2021,Domestic Aviation,0.044035668,0.000695624,0.00210129,0.0015727024285714286
Germany,02/2021,Ground Transport,11.522047,0.323015,0.450872,0.4115016785714286
Germany,02/2021,Industry,9.545004,0.167256,0.507843,0.340893
Germany,02/2021,International Aviation,0.715505,0.0215642,0.030108,0.025553749999999997
Germany,02/2021,Power,18.874073,0.330729,1.0042,0.6740740357142857
Germany,02/2021,Residential,19.234021,0.329496,1.09079,0.6869293214285713
Germany,02/2022,Domestic Aviation,0.06798111999999999,0.00151977,0.0028661,0.0024278971428571424
Germany,02/2022,Ground Transport,11.199487,0.253741,0.43537,0.3999816785714286
Germany,02/2022,Industry,9.656806,0.169232,0.485253,0.3448859285714286
Germany,02/2022,International Aviation,1.311956,0.0393696,0.0542004,0.04685557142857143
Germany,02/2022,Power,17.745808,0.310988,0.891724,0.6337788571428572
Germany,02/2022,Residential,16.47496,0.445817,0.750837,0.5883914285714286
Germany,02/2023,Domestic Aviation,0.08951515,0.00100316,0.0042734,0.003196969642857143
Germany,02/2023,Ground Transport,11.633307,0.323611,0.446275,0.41547525
Germany,02/2023,Industry,9.927808,0.174488,0.495002,0.35456457142857145
Germany,02/2023,International Aviation,1.5991012,0.0373891,0.0654314,0.05711075714285714
Germany,02/2023,Power,22.264126,0.391307,1.11009,0.7951473571428572
Germany,02/2023,Residential,17.831176,0.404098,0.855598,0.6368277142857143
Germany,03/2019,Domestic Aviation,0.18417754,0.00350555,0.00726554,0.005941210967741936
Germany,03/2019,Ground Transport,12.629941,0.252825,0.44995,0.40741745161290327
Germany,03/2019,Industry,11.059609,0.171568,0.554459,0.3567615806451613
Germany,03/2019,International Aviation,2.2505322,0.0679749,0.0770292,0.0725978129032258
Germany,03/2019,Power,18.21377,0.282551,0.913124,0.5875409677419355
Germany,03/2019,Residential,15.434132,0.35953,0.646578,0.4978752258064516
Germany,03/2020,Domestic Aviation,0.099358672,0.000408923,0.00682719,0.003205118451612903
Germany,03/2020,Ground Transport,11.575644,0.177025,0.451363,0.373407870967742
Germany,03/2020,Industry,10.215905,0.172973,0.600095,0.3295453225806451
Germany,03/2020,International Aviation,1.4332721,0.0143945,0.0731799,0.04623458387096774
Germany,03/2020,Power,15.318719,0.259372,0.899841,0.49415222580645163
Germany,03/2020,Residential,16.973806,0.347795,0.722295,0.5475421290322581
Germany,03/2021,Domestic Aviation,0.055198431,0.000741435,0.0030362,0.0017805945483870967
Germany,03/2021,Ground Transport,12.767092,0.279013,0.446212,0.41184167741935485
Germany,03/2021,Industry,11.405208,0.144288,0.570419,0.36790993548387096
Germany,03/2021,International Aviation,0.8749002,0.0232455,0.0375304,0.028222587096774193
Germany,03/2021,Power,19.632026,0.248366,0.981874,0.6332911612903226
Germany,03/2021,Residential,17.61779,0.220004,0.747077,0.5683158064516128
Germany,03/2022,Domestic Aviation,0.09137596,0.00205992,0.00359112,0.002947611612903226
Germany,03/2022,Ground Transport,12.659683,0.265926,0.443241,0.4083768709677419
Germany,03/2022,Industry,10.836006,0.180251,0.417922,0.34954858064516126
Germany,03/2022,International Aviation,1.6388391,0.0403971,0.0607035,0.05286577741935484
Germany,03/2022,Power,25.673603,0.427066,0.990177,0.8281807419354839
Germany,03/2022,Residential,16.951457,0.391614,0.756938,0.5468211935483871
Germany,03/2023,Domestic Aviation,0.099446234,0.000848124,0.00416295,0.0032079430322580643
Germany,03/2023,Ground Transport,13.178207,0.330316,0.449358,0.42510345161290325
Germany,03/2023,Industry,10.858804,0.161563,0.568535,0.350284
Germany,03/2023,International Aviation,1.8962896,0.0296764,0.0754149,0.06117063225806452
Germany,03/2023,Power,18.637345,0.277297,0.975796,0.6012046774193548
Germany,03/2023,Residential,16.557761,0.30271,0.74439,0.5341213225806452
Germany,04/2019,Domestic Aviation,0.17528664,0.0034936,0.0073889,0.005842888
Germany,04/2019,Ground Transport,12.315745,0.287478,0.454296,0.41052483333333334
Germany,04/2019,Industry,10.378506999999999,0.137058,0.487537,0.3459502333333333
Germany,04/2019,International Aviation,2.3690462,0.0604006,0.0886796,0.07896820666666667
Germany,04/2019,Power,19.443717,0.256773,0.913381,0.6481239
Germany,04/2019,Residential,11.499024,0.143119,0.664474,0.3833008
Germany,04/2020,Domestic Aviation,0.023072648,0.000351768,0.00119271,0.0007690882666666667
Germany,04/2020,Ground Transport,10.355515,0.186577,0.428339,0.34518383333333336
Germany,04/2020,Industry,7.166407,0.148204,0.357837,0.23888023333333336
Germany,04/2020,International Aviation,0.4532312,0.0112476,0.0184271,0.015107706666666667
Germany,04/2020,Power,10.399372,0.215063,0.519267,0.3466457333333333
Germany,04/2020,Residential,10.37911,0.21575,0.65281,0.3459703333333334
Germany,04/2021,Domestic Aviation,0.05897371,0.00106065,0.00269382,0.0019657903333333334
Germany,04/2021,Ground Transport,12.07138,0.274966,0.445542,0.4023793333333333
Germany,04/2021,Industry,9.880406,0.128754,0.4766,0.3293468666666667
Germany,04/2021,International Aviation,0.9722692000000001,0.0264972,0.0368514,0.032408973333333334
Germany,04/2021,Power,17.932096,0.233677,0.864989,0.5977365333333334
Germany,04/2021,Residential,15.773831,0.295373,0.75217,0.5257943666666667
Germany,04/2022,Domestic Aviation,0.09879863,0.00200101,0.00430308,0.0032932876666666665
Germany,04/2022,Ground Transport,12.049202,0.274893,0.450707,0.40164006666666663
Germany,04/2022,Industry,9.240007,0.216852,0.40058,0.3080002333333333
Germany,04/2022,International Aviation,1.9742865,0.0545818,0.0723886,0.06580955000000001
Germany,04/2022,Power,19.07612,0.447693,0.827004,0.6358706666666667
Germany,04/2022,Residential,13.617288,0.214531,0.742625,0.4539096
Germany,04/2023,Domestic Aviation,0.10633997,0.00235447,0.00480103,0.003544665666666667
Germany,04/2023,Ground Transport,12.313037,0.276631,0.454511,0.41043456666666667
Germany,04/2023,Industry,9.578100000000001,0.161496,0.492022,0.31927000000000005
Germany,04/2023,International Aviation,2.1602895,0.0662784,0.0764994,0.07200965000000001
Germany,04/2023,Power,15.380036,0.259322,0.790064,0.5126678666666666
Germany,04/2023,Residential,14.073743,0.217977,0.69651,0.4691247666666667
Germany,05/2019,Domestic Aviation,0.19295682,0.00380627,0.00761854,0.006224413548387097
Germany,05/2019,Ground Transport,12.957633,0.324721,0.455263,0.41798816129032257
Germany,05/2019,Industry,10.846107,0.190744,0.490125,0.3498744193548387
Germany,05/2019,International Aviation,2.5095102,0.0769888,0.0878395,0.08095194193548387
Germany,05/2019,Power,18.758218,0.329889,0.847666,0.6051038064516129
Germany,05/2019,Residential,10.2432092,0.0965702,0.581158,0.33042610322580646
Germany,05/2020,Domestic Aviation,0.040132802,0.000327081,0.00241439,0.0012946065161290323
Germany,05/2020,Ground Transport,12.019829,0.251022,0.445749,0.3877364193548387
Germany,05/2020,Industry,7.776304,0.160996,0.363155,0.25084851612903225
Germany,05/2020,International Aviation,0.5480678999999999,0.0151262,0.0205974,0.017679609677419352
Germany,05/2020,Power,11.331381,0.234598,0.529178,0.3655284193548387
Germany,05/2020,Residential,8.8925601,0.0955211,0.524825,0.28685677741935484
Germany,05/2021,Domestic Aviation,0.06310868,0.00117363,0.00279532,0.002035763870967742
Germany,05/2021,Ground Transport,12.41975,0.289701,0.450734,0.40063709677419357
Germany,05/2021,Industry,9.453507,0.151033,0.455314,0.3049518387096774
Germany,05/2021,International Aviation,1.0745123,0.0272751,0.0418675,0.034661687096774196
Germany,05/2021,Power,13.381592,0.213789,0.644505,0.43166425806451614
Germany,05/2021,Residential,10.744755,0.079283,0.522085,0.346605
Germany,05/2022,Domestic Aviation,0.11398982,0.00253403,0.00461347,0.0036770909677419357
Germany,05/2022,Ground Transport,13.021969,0.303843,0.457259,0.42006351612903226
Germany,05/2022,Industry,10.022809,0.165197,0.452765,0.32331641935483874
Germany,05/2022,International Aviation,2.1664104,0.0630658,0.0761293,0.0698842064516129
Germany,05/2022,Power,18.205702,0.300069,0.822414,0.5872807096774193
Germany,05/2022,Residential,6.3504002,0.0717575,0.381695,0.20485161935483873
Germany,05/2023,Domestic Aviation,0.12148424,0.00289994,0.00461556,0.003918846451612903
Germany,05/2023,Ground Transport,12.99637,0.313989,0.453718,0.4192377419354839
Germany,05/2023,Industry,9.942005,0.182636,0.541729,0.3207098387096774
Germany,05/2023,International Aviation,2.3145723,0.0672028,0.0817707,0.07466362258064516
Germany,05/2023,Power,11.926785,0.219097,0.649878,0.384735
Germany,05/2023,Residential,7.9201795,0.0776841,0.419845,0.2554896612903226
Germany,06/2019,Domestic Aviation,0.18015738,0.00383769,0.00752233,0.0060052460000000005
Germany,06/2019,Ground Transport,12.427657,0.34002,0.452457,0.4142552333333333
Germany,06/2019,Industry,9.880406,0.152235,0.464554,0.3293468666666667
Germany,06/2019,International Aviation,2.6149146,0.0806308,0.0920896,0.08716382
Germany,06/2019,Power,15.76876,0.242962,0.741411,0.5256253333333334
Germany,06/2019,Residential,2.8094448,0.0728178,0.170044,0.09364816000000001
Germany,06/2020,Domestic Aviation,0.06313734,0.00103015,0.00318053,0.002104578
Germany,06/2020,Ground Transport,12.727575,0.304078,0.453371,0.4242525
Germany,06/2020,Industry,9.270507,0.149978,0.463781,0.3090169
Germany,06/2020,International Aviation,0.5996167,0.0148895,0.0266176,0.019987223333333335
Germany,06/2020,Power,14.032127,0.227011,0.701993,0.46773756666666666
Germany,06/2020,Residential,4.0243891,0.0728351,0.331346,0.13414630333333333
Germany,06/2021,Domestic Aviation,0.08045328,0.00149725,0.00367959,0.002681776
Germany,06/2021,Ground Transport,12.459199,0.288129,0.450655,0.41530663333333334
Germany,06/2021,Industry,10.337906,0.165942,0.458665,0.34459686666666667
Germany,06/2021,International Aviation,1.282408,0.0338165,0.0527041,0.042746933333333334
Germany,06/2021,Power,18.322766,0.294114,0.812931,0.6107588666666667
Germany,06/2021,Residential,2.9483266,0.0728178,0.156011,0.09827755333333334
Germany,06/2022,Domestic Aviation,0.1084714,0.00228993,0.0045424,0.003615713333333333
Germany,06/2022,Ground Transport,12.270879,0.297151,0.449655,0.40902930000000004
Germany,06/2022,Industry,10.0228,0.221048,0.424288,0.33409333333333335
Germany,06/2022,International Aviation,2.2602170999999998,0.0707831,0.0790988,0.07534057
Germany,06/2022,Power,19.767163,0.435955,0.836789,0.6589054333333333
Germany,06/2022,Residential,3.3367907,0.0728855,0.245101,0.11122635666666666
Germany,07/2019,Domestic Aviation,0.18019313,0.00375942,0.00702828,0.005812681612903226
Germany,07/2019,Ground Transport,13.029333,0.34002,0.452457,0.42030106451612903
Germany,07/2019,Industry,10.754606,0.174553,0.48009,0.3469227741935484
Germany,07/2019,International Aviation,2.7426761,0.0856404,0.0955055,0.08847342258064517
Germany,07/2019,Power,19.076061,0.309614,0.851564,0.6153568064516128
Germany,07/2019,Residential,3.3229461,0.0704688,0.214655,0.10719180967741934
Germany,07/2020,Domestic Aviation,0.08220027,0.00151459,0.00375624,0.002651621612903226
Germany,07/2020,Ground Transport,13.341504,0.350487,0.453388,0.43037109677419355
Germany,07/2020,Industry,9.646604,0.134488,0.436158,0.3111807741935484
Germany,07/2020,International Aviation,1.0157502,0.0282484,0.038034,0.032766135483870966
Germany,07/2020,Power,15.343284,0.213908,0.693726,0.49494464516129033
Germany,07/2020,Residential,3.4072629,0.0707897,0.19226,0.10991170645161291
Germany,07/2021,Domestic Aviation,0.08899101,0.00213912,0.00370512,0.002870677741935484
Germany,07/2021,Ground Transport,12.947002,0.307971,0.4492,0.4176452258064516
Germany,07/2021,Industry,9.900804,0.136696,0.433056,0.31938077419354843
Germany,07/2021,International Aviation,1.7497247,0.0490315,0.062935,0.05644273225806452
Germany,07/2021,Power,17.430265,0.240652,0.76239,0.5622666129032258
Germany,07/2021,Residential,2.861885,0.0708528,0.203031,0.09231887096774194
Germany,07/2022,Domestic Aviation,0.09564595,0.0022591,0.00369548,0.0030853532258064515
Germany,07/2022,Ground Transport,12.556047,0.305128,0.443734,0.40503377419354836
Germany,07/2022,Industry,9.412904,0.200462,0.3602,0.303642064516129
Germany,07/2022,International Aviation,2.3941128,0.0636587,0.0815024,0.07722944516129032
Germany,07/2022,Power,20.337415,0.433116,0.778245,0.6560456451612903
Germany,07/2022,Residential,2.9233984,0.0704688,0.168132,0.09430317419354839
Germany,08/2019,Domestic Aviation,0.172786,0.00369785,0.00711889,0.005573741935483871
Germany,08/2019,Ground Transport,12.967874,0.34002,0.452457,0.41831851612903226
Germany,08/2019,Industry,9.616205,0.144281,0.457282,0.31020016129032263
Germany,08/2019,International Aviation,2.7299466,0.0842483,0.092873,0.0880627935483871
Germany,08/2019,Power,18.235505,0.273604,0.867157,0.5882420967741936
Germany,08/2019,Residential,2.7625522,0.0704712,0.174775,0.0891145870967742
Germany,08/2020,Domestic Aviation,0.09087443,0.00187859,0.00388506,0.002931433225806452
Germany,08/2020,Ground Transport,13.207403,0.346985,0.450331,0.4260452580645161
Germany,08/2020,Industry,8.315005,0.130603,0.3544,0.26822596774193547
Germany,08/2020,International Aviation,1.1858835,0.0312935,0.0433842,0.03825430645161291
Germany,08/2020,Power,17.422022000000002,0.273646,0.742556,0.5620007096774194
Germany,08/2020,Residential,2.8869942,0.0704688,0.189488,0.09312884516129033
Germany,08/2021,Domestic Aviation,0.08790801,0.00188744,0.00398285,0.002835742258064516
Germany,08/2021,Ground Transport,12.907866,0.335259,0.443111,0.4163827741935484
Germany,08/2021,Industry,8.833403,0.127698,0.397795,0.2849484838709678
Germany,08/2021,International Aviation,1.8763564,0.0554323,0.067227,0.06052762580645161
Germany,08/2021,Power,15.670549,0.226538,0.705693,0.5055015806451613
Germany,08/2021,Residential,4.2805184,0.0704717,0.237222,0.13808123870967742
Germany,08/2022,Domestic Aviation,0.10679793,0.00250504,0.00411057,0.0034450945161290324
Germany,08/2022,Ground Transport,12.72668,0.340807,0.441406,0.410538064516129
Germany,08/2022,Industry,9.331502,0.220473,0.352744,0.3010161935483871
Germany,08/2022,International Aviation,2.4112098,0.0741771,0.0809051,0.07778096129032258
Germany,08/2022,Power,22.381824,0.52881,0.846064,0.7219943225806452
Germany,08/2022,Residential,2.411274,0.0704688,0.127583,0.07778303225806452
Germany,09/2019,Domestic Aviation,0.18937354,0.00399386,0.00747338,0.006312451333333333
Germany,09/2019,Ground Transport,12.474326,0.34002,0.452457,0.41581086666666667
Germany,09/2019,Industry,10.683508,0.138799,0.509306,0.35611693333333333
Germany,09/2019,International Aviation,2.6599496,0.0844931,0.0923386,0.08866498666666667
Germany,09/2019,Power,17.488972,0.227215,0.833737,0.5829657333333333
Germany,09/2019,Residential,6.3822866000000005,0.0901846,0.379793,0.2127428866666667
Germany,09/2020,Domestic Aviation,0.10625026,0.0018411,0.004351,0.0035416753333333334
Germany,09/2020,Ground Transport,13.120886,0.346781,0.461036,0.4373628666666667
Germany,09/2020,Industry,10.236203,0.202881,0.463128,0.34120676666666666
Germany,09/2020,International Aviation,1.0660629,0.0264165,0.0412602,0.03553543
Germany,09/2020,Power,19.58307,0.388136,0.886019,0.6527689999999999
Germany,09/2020,Residential,5.7440626,0.0728597,0.418946,0.19146875333333335
Germany,09/2021,Domestic Aviation,0.10639214,0.00227436,0.00420528,0.0035464046666666667
Germany,09/2021,Ground Transport,12.941752000000001,0.350609,0.454069,0.43139173333333336
Germany,09/2021,Industry,10.124406,0.234003,0.399361,0.3374802
Germany,09/2021,International Aviation,1.8340972,0.0546695,0.0666853,0.06113657333333333
Germany,09/2021,Power,22.417048,0.518119,0.884249,0.7472349333333334
Germany,09/2021,Residential,5.2515768,0.0735426,0.365886,0.17505256
Germany,09/2022,Domestic Aviation,0.10588721,0.00235988,0.00442522,0.0035295736666666666
Germany,09/2022,Ground Transport,12.89953,0.363739,0.451263,0.42998433333333336
Germany,09/2022,Industry,10.612305,0.176153,0.439655,0.3537435
Germany,09/2022,International Aviation,2.3002434,0.0683761,0.0815019,0.07667478
Germany,09/2022,Power,22.017029,0.365459,0.912139,0.7339009666666667
Germany,09/2022,Residential,7.4343975,0.0740495,0.443602,0.24781325
Germany,10/2019,Domestic Aviation,0.18844979,0.00396825,0.0071624,0.006079025483870968
Germany,10/2019,Ground Transport,13.146393,0.34002,0.456667,0.4240771935483871
Germany,10/2019,Industry,10.754608,0.167031,0.529639,0.3469228387096774
Germany,10/2019,International Aviation,2.6645526,0.0734813,0.0910578,0.08595330967741935
Germany,10/2019,Power,20.733913,0.32202,1.0211,0.6688359032258064
Germany,10/2019,Residential,10.362839000000001,0.106091,0.662949,0.3342851290322581
Germany,10/2020,Domestic Aviation,0.08965152,0.00193214,0.00380993,0.002891984516129032
Germany,10/2020,Ground Transport,13.357061,0.337265,0.458346,0.43087293548387096
Germany,10/2020,Industry,10.449709,0.141678,0.505832,0.3370873870967742
Germany,10/2020,International Aviation,1.0501221,0.0274425,0.0406173,0.0338749064516129
Germany,10/2020,Power,20.142483,0.273093,0.975023,0.6497575161290322
Germany,10/2020,Residential,11.228694,0.19245,0.48554,0.362215935483871
Germany,10/2021,Domestic Aviation,0.108838,0.00246793,0.00413409,0.0035109032258064518
Germany,10/2021,Ground Transport,13.230409,0.331599,0.455971,0.42678738709677416
Germany,10/2021,Industry,9.941406,0.142385,0.453405,0.32069051612903227
Germany,10/2021,International Aviation,1.9506934,0.0560136,0.0707352,0.0629255935483871
Germany,10/2021,Power,20.589198,0.294887,0.939027,0.6641676774193548
Germany,10/2021,Residential,11.829358000000001,0.127162,0.527201,0.38159219354838714
Germany,10/2022,Domestic Aviation,0.10827299,0.00236586,0.00433531,0.0034926770967741937
Germany,10/2022,Ground Transport,13.009105,0.319893,0.467956,0.41964854838709675
Germany,10/2022,Industry,9.555205,0.164998,0.453268,0.30823241935483875
Germany,10/2022,International Aviation,2.3465282,0.0679647,0.0811942,0.07569445806451612
Germany,10/2022,Power,19.5421,0.337451,0.927014,0.6303903225806452
Germany,10/2022,Residential,8.48211,0.1336,0.401673,0.27361645161290327
Germany,11/2019,Domestic Aviation,0.16800441,0.00330465,0.00691569,0.005600147
Germany,11/2019,Ground Transport,12.891261,0.320599,0.459552,0.4297087
Germany,11/2019,Industry,10.714007,0.150943,0.486743,0.3571335666666667
Germany,11/2019,International Aviation,2.1226625,0.0625404,0.0782909,0.07075541666666667
Germany,11/2019,Power,25.301232,0.356453,1.14945,0.8433744
Germany,11/2019,Residential,16.86678,0.303053,0.710636,0.562226
Germany,11/2020,Domestic Aviation,0.06162563,0.00109662,0.00286448,0.0020541876666666666
Germany,11/2020,Ground Transport,12.474232,0.296688,0.448054,0.4158077333333334
Germany,11/2020,Industry,10.744507,0.112702,0.526995,0.35815023333333335
Germany,11/2020,International Aviation,0.8507235,0.0226932,0.0340063,0.02835745
Germany,11/2020,Power,23.796441,0.249607,1.16716,0.7932147
Germany,11/2020,Residential,15.525139,0.123033,0.800084,0.5175046333333333
Germany,11/2021,Domestic Aviation,0.09988665000000001,0.00188459,0.00435662,0.003329555
Germany,11/2021,Ground Transport,12.590705999999999,0.28954,0.456646,0.41969019999999996
Germany,11/2021,Industry,10.653007,0.16475,0.435689,0.35510023333333335
Germany,11/2021,International Aviation,1.6532293,0.0495929,0.061618,0.05510764333333333
Germany,11/2021,Power,25.431521,0.393302,1.0401,0.8477173666666666
Germany,11/2021,Residential,17.320367,0.401852,0.738331,0.5773455666666667
Germany,11/2022,Domestic Aviation,0.10384021,0.00219965,0.00412305,0.0034613403333333334
Germany,11/2022,Ground Transport,12.872719,0.344602,0.455412,0.42909063333333336
Germany,11/2022,Industry,10.724108,0.179135,0.545328,0.35747026666666665
Germany,11/2022,International Aviation,1.8430975,0.0550186,0.0690188,0.061436583333333336
Germany,11/2022,Power,23.015692,0.384453,1.17036,0.7671897333333334
Germany,11/2022,Residential,15.340509,0.272975,0.740009,0.5113503
Germany,12/2019,Domestic Aviation,0.15977676,0.00243677,0.00696427,0.005154089032258064
Germany,12/2019,Ground Transport,12.343479,0.242829,0.456552,0.39817674193548386
Germany,12/2019,Industry,9.168902,0.136028,0.521033,0.2957710322580645
Germany,12/2019,International Aviation,2.1018261000000003,0.0414771,0.0763978,0.06780084193548389
Germany,12/2019,Power,18.627021,0.276347,1.0585,0.6008716451612903
Germany,12/2019,Residential,18.948558,0.4239,0.800498,0.6112438064516128
Germany,12/2020,Domestic Aviation,0.050953921,0.00076509,0.00251983,0.0016436748709677419
Germany,12/2020,Ground Transport,12.383068,0.281713,0.455753,0.3994538064516129
Germany,12/2020,Industry,9.5552065,0.0971855,0.495373,0.3082324677419355
Germany,12/2020,International Aviation,0.9069203,0.0194528,0.0409866,0.029255493548387097
Germany,12/2020,Power,22.704467,0.230926,1.17707,0.7324021612903227
Germany,12/2020,Residential,19.687588,0.364913,0.761048,0.6350834838709678
Germany,12/2021,Domestic Aviation,0.08111967,0.00129058,0.00381829,0.002616763548387097
Germany,12/2021,Ground Transport,12.279456,0.238423,0.448166,0.39611148387096773
Germany,12/2021,Industry,9.6771061,0.0984161,0.421446,0.3121647129032258
Germany,12/2021,International Aviation,1.6995485,0.0488904,0.0610619,0.05482414516129032
Germany,12/2021,Power,24.670915,0.250903,1.07444,0.7958359677419355
Germany,12/2021,Residential,20.13395,0.324302,0.906151,0.6494822580645161
Germany,12/2022,Domestic Aviation,0.08101699,0.00122206,0.00394274,0.0026134512903225804
Germany,12/2022,Ground Transport,12.630362,0.22865,0.453343,0.4074310322580645
Germany,12/2022,Industry,9.5247018,0.0924248,0.427449,0.30724844516129035
Germany,12/2022,International Aviation,1.8259009,0.0503799,0.0672211,0.058900029032258064
Germany,12/2022,Power,25.959195,0.2519,1.165,0.8373933870967742
Germany,12/2022,Residential,21.166049,0.253269,0.992495,0.6827757741935484
India,01/2019,Domestic Aviation,0.6208638,0.0165222,0.0212345,0.02002786451612903
India,01/2019,Ground Transport,26.095913,0.762766,0.869637,0.8418036451612904
India,01/2019,Industry,64.38342,1.90055,2.17529,2.076884516129032
India,01/2019,International Aviation,1.0913857,0.0304289,0.0380179,0.03520599032258064
India,01/2019,Power,104.41775,3.08233,3.52791,3.368314516129032
India,01/2019,Residential,44.019355,0.700467,1.92653,1.419979193548387
India,01/2020,Domestic Aviation,0.6482443,0.0191901,0.0215776,0.020911106451612902
India,01/2020,Ground Transport,26.13869,0.693458,0.86335,0.8431835483870967
India,01/2020,Industry,65.52383,1.97846,2.21686,2.113671935483871
India,01/2020,International Aviation,1.1166968,0.0331046,0.0384416,0.03602247741935484
India,01/2020,Power,104.31273,3.14968,3.5292,3.3649267741935485
India,01/2020,Residential,49.844276,0.972236,2.38445,1.607879870967742
